Quantify Compound Summary Report 

Printed Fri Nov 01 09:11:15 2013

Compound 1:  buspirone

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
474	474	SP118414_20131030_CYP3A4_Stab_482	T5 simvastatin	Analyte		1.25	4	138897	0.0000319	MM		
475	475	SP118414_20131030_CYP3A4_Stab_483	T0 simvastatin	Analyte		1.25	28993	145111	0.200	bb		
476	476	SP118414_20131030_CYP3A4_Stab_484	Blank simvastatin	Analyte		1.25	152	134953	0.00113	bb		
477	477	SP118414_20131030_CYP3A4_Stab_485	T60 simvastatin	Analyte		1.26	21	145051	0.000142	MM		
478	478	SP118414_20131030_CYP3A4_Stab_486	T30 simvastatin	Analyte		1.26	13	146027	0.0000872	MM		
479	479	SP118414_20131030_CYP3A4_Stab_487	T15 simvastatin	Analyte		1.26	9	138479	0.0000655	MM		
480	480	SP118414_20131030_CYP3A4_Stab_488	T10 simvastatin	Analyte		1.26	1	137921	0.00000742	MM		
481	481	SP118414_20131030_CYP3A4_Stab_489	T5 simvastatin	Analyte		1.25	37	135746	0.000275	bd		
482	482	SP118414_20131030_CYP3A4_Stab_490	T0 simvastatin	Analyte		1.25	32074	143021	0.224	bb		
483	483	SP118414_20131030_CYP3A4_Stab_491	Blank simvastatin	Analyte		1.26	157	135600	0.00116	dd		
484	484	SP118414_20131030_CYP3A4_Stab_492	T60 simvastatin	Analyte		1.25	22	141079	0.000157	MM		
485	485	SP118414_20131030_CYP3A4_Stab_493	T30 simvastatin	Analyte		1.25	8	150851	0.0000515	MM		
486	486	SP118414_20131030_CYP3A4_Stab_494	T15 simvastatin	Analyte		1.25	19	144455	0.000134	MM		
487	487	SP118414_20131030_CYP3A4_Stab_495	T10 simvastatin	Analyte		1.25	1	145169	0.00000977	MM		
488	488	SP118414_20131030_CYP3A4_Stab_496	T5 simvastatin	Analyte		1.24	12	139797	0.0000859	MM		
489	489	SP118414_20131030_CYP3A4_Stab_497	T0 simvastatin	Analyte		1.25	27613	146423	0.189	bb		

Compound 2:  albendazole

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
448	448	SP118414_20131030_CYP3A4_Stab_197	Blank simvastatin	Analyte	1.00	0.96	154061		154000	bb		
449	449	SP118414_20131030_CYP3A4_Stab_198	T60 simvastatin	Analyte	1.00	0.96	144990		145000	bb		
450	450	SP118414_20131030_CYP3A4_Stab_199	T30 simvastatin	Analyte	1.00	0.95	153223		153000	bb		
451	451	SP118414_20131030_CYP3A4_Stab_200	T15 simvastatin	Analyte	1.00	0.95	151104		151000	bb		
452	452	SP118414_20131030_CYP3A4_Stab_201	T10 simvastatin	Analyte	1.00	0.95	154231		154000	bb		
453	453	SP118414_20131030_CYP3A4_Stab_202	T5 simvastatin	Analyte	1.00	0.95	148789		149000	bb		
454	454	SP118414_20131030_CYP3A4_Stab_203	T0 simvastatin	Analyte	1.00	0.95	162889		163000	bb		
455	455	SP118414_20131030_CYP3A4_Stab_204	Blank simvastatin	Analyte	1.00	0.95	144125		144000	bb		
456	456	SP118414_20131030_CYP3A4_Stab_205	T60 simvastatin	Analyte	1.00	0.95	150370		150000	bb		
457	457	SP118414_20131030_CYP3A4_Stab_206	T30 simvastatin	Analyte	1.00	0.95	147496		147000	bb		
458	458	SP118414_20131030_CYP3A4_Stab_207	T15 simvastatin	Analyte	1.00	0.95	152005		152000	bb		
459	459	SP118414_20131030_CYP3A4_Stab_208	T10 simvastatin	Analyte	1.00	0.95	146726		147000	bb		
460	460	SP118414_20131030_CYP3A4_Stab_209	T5 simvastatin	Analyte	1.00	0.95	143887		144000	bb		
461	461	SP118414_20131030_CYP3A4_Stab_210	T0 simvastatin	Analyte	1.00	0.95	158146		158000	bb		
462	462	SP118414_20131030_CYP3A4_Stab_211	Blank simvastatin	Analyte	1.00	0.95	162124		162000	bb		
463	463	SP118414_20131030_CYP3A4_Stab_212	T60 simvastatin	Analyte	1.00	0.95	149718		150000	bb		
464	464	SP118414_20131030_CYP3A4_Stab_213	T30 simvastatin	Analyte	1.00	0.95	148689		149000	bb		
465	465	SP118414_20131030_CYP3A4_Stab_214	T15 simvastatin	Analyte	1.00	0.95	151336		151000	bb		
466	466	SP118414_20131030_CYP3A4_Stab_215	T10 simvastatin	Analyte	1.00	0.96	144688		145000	bb		
467	467	SP118414_20131030_CYP3A4_Stab_216	T5 simvastatin	Analyte	1.00	0.95	146562		147000	bb		
468	468	SP118414_20131030_CYP3A4_Stab_217	T0 simvastatin	Analyte	1.00	0.95	153894		154000	bb		
469	469	SP118414_20131030_CYP3A4_Stab_477	Blank simvastatin	Analyte	1.00	0.95	143306		143000	bb		
470	470	SP118414_20131030_CYP3A4_Stab_478	T60 simvastatin	Analyte	1.00	0.95	144623		145000	bb		
471	471	SP118414_20131030_CYP3A4_Stab_479	T30 simvastatin	Analyte	1.00	0.95	147740		148000	bb		
472	472	SP118414_20131030_CYP3A4_Stab_480	T15 simvastatin	Analyte	1.00	0.95	137021		137000	bb		
473	473	SP118414_20131030_CYP3A4_Stab_481	T10 simvastatin	Analyte	1.00	0.95	144261		144000	bb		
474	474	SP118414_20131030_CYP3A4_Stab_482	T5 simvastatin	Analyte	1.00	0.95	138897		139000	bb		
475	475	SP118414_20131030_CYP3A4_Stab_483	T0 simvastatin	Analyte	1.00	0.95	145111		145000	bb		
476	476	SP118414_20131030_CYP3A4_Stab_484	Blank simvastatin	Analyte	1.00	0.95	134953		135000	bb		
477	477	SP118414_20131030_CYP3A4_Stab_485	T60 simvastatin	Analyte	1.00	0.95	145051		145000	bb		
478	478	SP118414_20131030_CYP3A4_Stab_486	T30 simvastatin	Analyte	1.00	0.95	146027		146000	bb		
479	479	SP118414_20131030_CYP3A4_Stab_487	T15 simvastatin	Analyte	1.00	0.95	138479		138000	bb		
480	480	SP118414_20131030_CYP3A4_Stab_488	T10 simvastatin	Analyte	1.00	0.95	137921		138000	bb		
481	481	SP118414_20131030_CYP3A4_Stab_489	T5 simvastatin	Analyte	1.00	0.95	135746		136000	bb		
482	482	SP118414_20131030_CYP3A4_Stab_490	T0 simvastatin	Analyte	1.00	0.95	143021		143000	bb		
483	483	SP118414_20131030_CYP3A4_Stab_491	Blank simvastatin	Analyte	1.00	0.95	135600		136000	bb		
484	484	SP118414_20131030_CYP3A4_Stab_492	T60 simvastatin	Analyte	1.00	0.95	141079		141000	bb		
485	485	SP118414_20131030_CYP3A4_Stab_493	T30 simvastatin	Analyte	1.00	0.96	150851		151000	bb		
486	486	SP118414_20131030_CYP3A4_Stab_494	T15 simvastatin	Analyte	1.00	0.95	144455		144000	bb		
487	487	SP118414_20131030_CYP3A4_Stab_495	T10 simvastatin	Analyte	1.00	0.95	145169		145000	bb		
488	488	SP118414_20131030_CYP3A4_Stab_496	T5 simvastatin	Analyte	1.00	0.95	139797		140000	bb		
489	489	SP118414_20131030_CYP3A4_Stab_497	T0 simvastatin	Analyte	1.00	0.95	146423		146000	bb		

Quantify Compound Summary Report 

Printed Fri Nov 01 09:11:16 2013

Compound 1:  terfenadine

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
490	490	SP118414_20131030_CYP3A4_Stab_253	Blank terfenadine	Analyte		0.94	32	157973	0.000205	MM		
491	491	SP118414_20131030_CYP3A4_Stab_254	T60 terfenadine	Analyte		0.93	142	136434	0.00104	bd		
492	492	SP118414_20131030_CYP3A4_Stab_255	T30 terfenadine	Analyte		0.94	181	143778	0.00126	bb		
493	493	SP118414_20131030_CYP3A4_Stab_256	T15 terfenadine	Analyte		0.94	4845	141802	0.0342	bb		
494	494	SP118414_20131030_CYP3A4_Stab_257	T10 terfenadine	Analyte		0.94	42593	141719	0.301	bb		
495	495	SP118414_20131030_CYP3A4_Stab_258	T5 terfenadine	Analyte		0.93	167651	135828	1.23	bb		
496	496	SP118414_20131030_CYP3A4_Stab_259	T0 terfenadine	Analyte		0.93	905978	146635	6.18	bb		
497	497	SP118414_20131030_CYP3A4_Stab_260	Blank terfenadine	Analyte		0.93	7026	134505	0.0522	bb		
498	498	SP118414_20131030_CYP3A4_Stab_261	T60 terfenadine	Analyte		0.93	2259	142371	0.0159	bb		
499	499	SP118414_20131030_CYP3A4_Stab_262	T30 terfenadine	Analyte		0.93	690	139298	0.00495	bb		
500	500	SP118414_20131030_CYP3A4_Stab_263	T15 terfenadine	Analyte		0.93	5670	141542	0.0401	bb		
501	501	SP118414_20131030_CYP3A4_Stab_264	T10 terfenadine	Analyte		0.93	45957	136385	0.337	bb		
502	502	SP118414_20131030_CYP3A4_Stab_265	T5 terfenadine	Analyte		0.93	230636	139663	1.65	bb		
503	503	SP118414_20131030_CYP3A4_Stab_266	T0 terfenadine	Analyte		0.93	873983	147390	5.93	bb		
504	504	SP118414_20131030_CYP3A4_Stab_267	Blank terfenadine	Analyte		0.93	10199	146937	0.0694	bb		
505	505	SP118414_20131030_CYP3A4_Stab_268	T60 terfenadine	Analyte		0.93	1919	141305	0.0136	bb		
506	506	SP118414_20131030_CYP3A4_Stab_269	T30 terfenadine	Analyte		0.94	772	140774	0.00549	bb		
507	507	SP118414_20131030_CYP3A4_Stab_270	T15 terfenadine	Analyte		0.93	10395	136334	0.0762	bb		
508	508	SP118414_20131030_CYP3A4_Stab_271	T10 terfenadine	Analyte		0.93	73022	140024	0.521	bb		
509	509	SP118414_20131030_CYP3A4_Stab_272	T5 terfenadine	Analyte		0.94	247500	139363	1.78	bb		
510	510	SP118414_20131030_CYP3A4_Stab_273	T0 terfenadine	Analyte		0.93	926260	150070	6.17	bb		
511	511	SP118414_20131030_CYP3A4_Stab_421	Blank terfenadine	Analyte		0.93	28	114810	0.000240	MM		
512	512	SP118414_20131030_CYP3A4_Stab_422	T60 terfenadine	Analyte		0.93	2584	181671	0.0142	bb		
513	513	SP118414_20131030_CYP3A4_Stab_423	T30 terfenadine	Analyte		0.93	177101	182540	0.970	bb		
514	514	SP118414_20131030_CYP3A4_Stab_424	T15 terfenadine	Analyte		0.93	4726	143739	0.0329	bb		
515	515	SP118414_20131030_CYP3A4_Stab_425	T10 terfenadine	Analyte		0.93	158322	144822	1.09	bb		
516	516	SP118414_20131030_CYP3A4_Stab_426	T5 terfenadine	Analyte		0.93	3544	130956	0.0271	bb		
517	517	SP118414_20131030_CYP3A4_Stab_427	T0 terfenadine	Analyte		0.93	158043	140769	1.12	bb		
518	518	SP118414_20131030_CYP3A4_Stab_428	Blank terfenadine	Analyte		0.94	1322	139358	0.00948	bb		
519	519	SP118414_20131030_CYP3A4_Stab_429	T60 terfenadine	Analyte		0.93	442	132223	0.00334	bd		
520	520	SP118414_20131030_CYP3A4_Stab_430	T30 terfenadine	Analyte		0.93	362	131599	0.00275	bb		
521	521	SP118414_20131030_CYP3A4_Stab_431	T15 terfenadine	Analyte		0.93	2536	135512	0.0187	bb		
522	522	SP118414_20131030_CYP3A4_Stab_432	T10 terfenadine	Analyte		0.93	23110	132097	0.175	bb		
523	523	SP118414_20131030_CYP3A4_Stab_433	T5 terfenadine	Analyte		0.93	139880	131213	1.07	bb		
524	524	SP118414_20131030_CYP3A4_Stab_434	T0 terfenadine	Analyte		0.93	774134	149154	5.19	bb		
525	525	SP118414_20131030_CYP3A4_Stab_435	Blank terfenadine	Analyte		0.93	6371	134827	0.0473	bb		
526	526	SP118414_20131030_CYP3A4_Stab_436	T60 terfenadine	Analyte		0.93	955	131751	0.00725	bb		
527	527	SP118414_20131030_CYP3A4_Stab_437	T30 terfenadine	Analyte		0.93	255	130005	0.00196	bb		
528	528	SP118414_20131030_CYP3A4_Stab_438	T15 terfenadine	Analyte		0.94	350	135215	0.00259	bb		
529	529	SP118414_20131030_CYP3A4_Stab_439	T10 terfenadine	Analyte		0.93	274	129835	0.00211	bb		
530	530	SP118414_20131030_CYP3A4_Stab_440	T5 terfenadine	Analyte		0.93	2174	131466	0.0165	bb		
531	531	SP118414_20131030_CYP3A4_Stab_441	T0 terfenadine	Analyte		0.93	230872	140931	1.64	bb		

Compound 2:  albendazole

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
490	490	SP118414_20131030_CYP3A4_Stab_253	Blank terfenadine	Analyte	1.00	0.96	157973		158000	bb		
491	491	SP118414_20131030_CYP3A4_Stab_254	T60 terfenadine	Analyte	1.00	0.95	136434		136000	bb		
492	492	SP118414_20131030_CYP3A4_Stab_255	T30 terfenadine	Analyte	1.00	0.96	143778		144000	bb		
493	493	SP118414_20131030_CYP3A4_Stab_256	T15 terfenadine	Analyte	1.00	0.96	141802		142000	bb		
494	494	SP118414_20131030_CYP3A4_Stab_257	T10 terfenadine	Analyte	1.00	0.96	141719		142000	bb		
495	495	SP118414_20131030_CYP3A4_Stab_258	T5 terfenadine	Analyte	1.00	0.95	135828		136000	bb		
496	496	SP118414_20131030_CYP3A4_Stab_259	T0 terfenadine	Analyte	1.00	0.95	146635		147000	bb		
497	497	SP118414_20131030_CYP3A4_Stab_260	Blank terfenadine	Analyte	1.00	0.95	134505		135000	bb		
498	498	SP118414_20131030_CYP3A4_Stab_261	T60 terfenadine	Analyte	1.00	0.95	142371		142000	bb		
499	499	SP118414_20131030_CYP3A4_Stab_262	T30 terfenadine	Analyte	1.00	0.96	139298		139000	bb		
500	500	SP118414_20131030_CYP3A4_Stab_263	T15 terfenadine	Analyte	1.00	0.95	141542		142000	bb		
501	501	SP118414_20131030_CYP3A4_Stab_264	T10 terfenadine	Analyte	1.00	0.95	136385		136000	bb		
502	502	SP118414_20131030_CYP3A4_Stab_265	T5 terfenadine	Analyte	1.00	0.95	139663		140000	bb		
503	503	SP118414_20131030_CYP3A4_Stab_266	T0 terfenadine	Analyte	1.00	0.95	147390		147000	bb		
504	504	SP118414_20131030_CYP3A4_Stab_267	Blank terfenadine	Analyte	1.00	0.95	146937		147000	bb		
505	505	SP118414_20131030_CYP3A4_Stab_268	T60 terfenadine	Analyte	1.00	0.95	141305		141000	bb		
506	506	SP118414_20131030_CYP3A4_Stab_269	T30 terfenadine	Analyte	1.00	0.96	140774		141000	bb		
507	507	SP118414_20131030_CYP3A4_Stab_270	T15 terfenadine	Analyte	1.00	0.95	136334		136000	bb		
508	508	SP118414_20131030_CYP3A4_Stab_271	T10 terfenadine	Analyte	1.00	0.95	140024		140000	bb		
509	509	SP118414_20131030_CYP3A4_Stab_272	T5 terfenadine	Analyte	1.00	0.96	139363		139000	bb		
510	510	SP118414_20131030_CYP3A4_Stab_273	T0 terfenadine	Analyte	1.00	0.95	150070		150000	bb		
511	511	SP118414_20131030_CYP3A4_Stab_421	Blank terfenadine	Analyte	1.00	0.95	114810		115000	bb		
512	512	SP118414_20131030_CYP3A4_Stab_422	T60 terfenadine	Analyte	1.00	0.95	181671		182000	bb		
513	513	SP118414_20131030_CYP3A4_Stab_423	T30 terfenadine	Analyte	1.00	0.95	182540		183000	bb		
514	514	SP118414_20131030_CYP3A4_Stab_424	T15 terfenadine	Analyte	1.00	0.95	143739		144000	bb		
515	515	SP118414_20131030_CYP3A4_Stab_425	T10 terfenadine	Analyte	1.00	0.95	144822		145000	bb		
516	516	SP118414_20131030_CYP3A4_Stab_426	T5 terfenadine	Analyte	1.00	0.95	130956		131000	bb		
517	517	SP118414_20131030_CYP3A4_Stab_427	T0 terfenadine	Analyte	1.00	0.95	140769		141000	bb		
518	518	SP118414_20131030_CYP3A4_Stab_428	Blank terfenadine	Analyte	1.00	0.96	139358		139000	bb		
519	519	SP118414_20131030_CYP3A4_Stab_429	T60 terfenadine	Analyte	1.00	0.95	132223		132000	bb		
520	520	SP118414_20131030_CYP3A4_Stab_430	T30 terfenadine	Analyte	1.00	0.95	131599		132000	bb		
521	521	SP118414_20131030_CYP3A4_Stab_431	T15 terfenadine	Analyte	1.00	0.95	135512		136000	bb		
522	522	SP118414_20131030_CYP3A4_Stab_432	T10 terfenadine	Analyte	1.00	0.95	132097		132000	bb		
523	523	SP118414_20131030_CYP3A4_Stab_433	T5 terfenadine	Analyte	1.00	0.95	131213		131000	bb		
524	524	SP118414_20131030_CYP3A4_Stab_434	T0 terfenadine	Analyte	1.00	0.96	149154		149000	bb		
525	525	SP118414_20131030_CYP3A4_Stab_435	Blank terfenadine	Analyte	1.00	0.95	134827		135000	bb		
526	526	SP118414_20131030_CYP3A4_Stab_436	T60 terfenadine	Analyte	1.00	0.95	131751		132000	bb		
527	527	SP118414_20131030_CYP3A4_Stab_437	T30 terfenadine	Analyte	1.00	0.95	130005		130000	bb		
528	528	SP118414_20131030_CYP3A4_Stab_438	T15 terfenadine	Analyte	1.00	0.96	135215		135000	bb		
529	529	SP118414_20131030_CYP3A4_Stab_439	T10 terfenadine	Analyte	1.00	0.95	129835		130000	bb		
530	530	SP118414_20131030_CYP3A4_Stab_440	T5 terfenadine	Analyte	1.00	0.95	131466		131000	bb		
531	531	SP118414_20131030_CYP3A4_Stab_441	T0 terfenadine	Analyte	1.00	0.95	140931		141000	bb		

Quantify Compound Summary Report 

Printed Fri Nov 01 09:11:16 2013

Compound 1:  midazolam

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
532	532	SP118414_20131030_CYP3A4_Stab_274	Blank midazolam	Analyte		0.87	4	166726	0.0000229	MM		
533	533	SP118414_20131030_CYP3A4_Stab_275	T60 midazolam	Analyte		0.86	395804	182645	2.17	bb		
534	534	SP118414_20131030_CYP3A4_Stab_276	T30 midazolam	Analyte		0.86	3294	174828	0.0188	bb		
535	535	SP118414_20131030_CYP3A4_Stab_277	T15 midazolam	Analyte		0.86	391096	186279	2.10	bb		
536	536	SP118414_20131030_CYP3A4_Stab_278	T10 midazolam	Analyte		0.86	2717	164969	0.0165	bb		
537	537	SP118414_20131030_CYP3A4_Stab_279	T5 midazolam	Analyte		0.86	412653	191426	2.16	bb		
538	538	SP118414_20131030_CYP3A4_Stab_280	T0 midazolam	Analyte		0.86	3533	163671	0.0216	bd		
539	539	SP118414_20131030_CYP3A4_Stab_281	Blank midazolam	Analyte		0.86	522	179861	0.00290	bb		
540	540	SP118414_20131030_CYP3A4_Stab_282	T60 midazolam	Analyte		0.86	19744	171840	0.115	bb		
541	541	SP118414_20131030_CYP3A4_Stab_283	T30 midazolam	Analyte		0.86	275716	186304	1.48	bb		
542	542	SP118414_20131030_CYP3A4_Stab_284	T15 midazolam	Analyte		0.86	21578	164478	0.131	bb		
543	543	SP118414_20131030_CYP3A4_Stab_285	T10 midazolam	Analyte		0.86	265397	180600	1.47	bb		
544	544	SP118414_20131030_CYP3A4_Stab_286	T5 midazolam	Analyte		0.86	21044	163091	0.129	bb		
545	545	SP118414_20131030_CYP3A4_Stab_287	T0 midazolam	Analyte		0.86	272101	185835	1.46	bb		
546	546	SP118414_20131030_CYP3A4_Stab_288	Blank midazolam	Analyte		0.86	1733	165940	0.0104	bb		
547	547	SP118414_20131030_CYP3A4_Stab_289	T60 midazolam	Analyte		0.86	850	165148	0.00515	bb		
548	548	SP118414_20131030_CYP3A4_Stab_290	T30 midazolam	Analyte		0.86	9195	182768	0.0503	bb		
549	549	SP118414_20131030_CYP3A4_Stab_291	T15 midazolam	Analyte		0.86	719	172620	0.00417	bb		
550	550	SP118414_20131030_CYP3A4_Stab_292	T10 midazolam	Analyte		0.86	8763	173686	0.0505	bb		
551	551	SP118414_20131030_CYP3A4_Stab_293	T5 midazolam	Analyte		0.86	540	163496	0.00330	bb		
552	552	SP118414_20131030_CYP3A4_Stab_294	T0 midazolam	Analyte		0.86	8804	181299	0.0486	bb		
553	553	SP118414_20131030_CYP3A4_Stab_400	Blank midazolam	Analyte		0.86	16	174565	0.0000944	MM		
554	554	SP118414_20131030_CYP3A4_Stab_401	T60 midazolam	Analyte		0.88	18	172857	0.000101	MM		
555	555	SP118414_20131030_CYP3A4_Stab_402	T30 midazolam	Analyte		0.86	9	173879	0.0000514	MM		
556	556	SP118414_20131030_CYP3A4_Stab_403	T15 midazolam	Analyte		0.87	3	170514	0.0000166	MM		
557	557	SP118414_20131030_CYP3A4_Stab_404	T10 midazolam	Analyte		0.87	10	168087	0.0000623	MM		
558	558	SP118414_20131030_CYP3A4_Stab_405	T5 midazolam	Analyte		0.86	17	165495	0.000102	MM		
559	559	SP118414_20131030_CYP3A4_Stab_406	T0 midazolam	Analyte		0.84	3	176256	0.0000170	MM		
560	560	SP118414_20131030_CYP3A4_Stab_407	Blank midazolam	Analyte		0.86	1	178457	0.00000364	MM		
561	561	SP118414_20131030_CYP3A4_Stab_408	T60 midazolam	Analyte		0.85	4	169537	0.0000232	MM		
562	562	SP118414_20131030_CYP3A4_Stab_409	T30 midazolam	Analyte		0.86	12	177522	0.0000680	MM		
563	563	SP118414_20131030_CYP3A4_Stab_410	T15 midazolam	Analyte		0.86	8	170873	0.0000451	MM		
564	564	SP118414_20131030_CYP3A4_Stab_411	T10 midazolam	Analyte		0.86	21	170053	0.000124	bd		
565	565	SP118414_20131030_CYP3A4_Stab_412	T5 midazolam	Analyte		0.88	15	169532	0.0000875	MM		
566	566	SP118414_20131030_CYP3A4_Stab_413	T0 midazolam	Analyte		0.86	6	181343	0.0000313	MM		
567	567	SP118414_20131030_CYP3A4_Stab_414	Blank midazolam	Analyte		0.87	13	166543	0.0000779	MM		
568	568	SP118414_20131030_CYP3A4_Stab_415	T60 midazolam	Analyte		0.85	21	177791	0.000117	MM		
569	569	SP118414_20131030_CYP3A4_Stab_416	T30 midazolam	Analyte		0.86	13	174375	0.0000767	MM		
570	570	SP118414_20131030_CYP3A4_Stab_417	T15 midazolam	Analyte		0.86	78	180531	0.000431	bd		
571	571	SP118414_20131030_CYP3A4_Stab_418	T10 midazolam	Analyte		0.86	311	174451	0.00178	bd		
572	572	SP118414_20131030_CYP3A4_Stab_419	T5 midazolam	Analyte		0.86	2724	174068	0.0156	bb		
573	573	SP118414_20131030_CYP3A4_Stab_420	T0 midazolam	Analyte		0.86	43652	188662	0.231	bb		

Compound 2:  albendazole

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
532	532	SP118414_20131030_CYP3A4_Stab_274	Blank midazolam	Analyte	1.00	0.95	166726		167000	bb		
533	533	SP118414_20131030_CYP3A4_Stab_275	T60 midazolam	Analyte	1.00	0.95	182645		183000	bb		
534	534	SP118414_20131030_CYP3A4_Stab_276	T30 midazolam	Analyte	1.00	0.95	174828		175000	bb		
535	535	SP118414_20131030_CYP3A4_Stab_277	T15 midazolam	Analyte	1.00	0.96	186279		186000	bb		
536	536	SP118414_20131030_CYP3A4_Stab_278	T10 midazolam	Analyte	1.00	0.95	164969		165000	bb		
537	537	SP118414_20131030_CYP3A4_Stab_279	T5 midazolam	Analyte	1.00	0.95	191426		191000	bb		
538	538	SP118414_20131030_CYP3A4_Stab_280	T0 midazolam	Analyte	1.00	0.95	163671		164000	bb		
539	539	SP118414_20131030_CYP3A4_Stab_281	Blank midazolam	Analyte	1.00	0.95	179861		180000	bb		
540	540	SP118414_20131030_CYP3A4_Stab_282	T60 midazolam	Analyte	1.00	0.96	171840		172000	bb		
541	541	SP118414_20131030_CYP3A4_Stab_283	T30 midazolam	Analyte	1.00	0.95	186304		186000	bb		
542	542	SP118414_20131030_CYP3A4_Stab_284	T15 midazolam	Analyte	1.00	0.96	164478		164000	bb		
543	543	SP118414_20131030_CYP3A4_Stab_285	T10 midazolam	Analyte	1.00	0.95	180600		181000	bb		
544	544	SP118414_20131030_CYP3A4_Stab_286	T5 midazolam	Analyte	1.00	0.95	163091		163000	bb		
545	545	SP118414_20131030_CYP3A4_Stab_287	T0 midazolam	Analyte	1.00	0.96	185835		186000	bb		
546	546	SP118414_20131030_CYP3A4_Stab_288	Blank midazolam	Analyte	1.00	0.95	165940		166000	bb		
547	547	SP118414_20131030_CYP3A4_Stab_289	T60 midazolam	Analyte	1.00	0.95	165148		165000	bb		
548	548	SP118414_20131030_CYP3A4_Stab_290	T30 midazolam	Analyte	1.00	0.95	182768		183000	bb		
549	549	SP118414_20131030_CYP3A4_Stab_291	T15 midazolam	Analyte	1.00	0.95	172620		173000	bb		
550	550	SP118414_20131030_CYP3A4_Stab_292	T10 midazolam	Analyte	1.00	0.95	173686		174000	bb		
551	551	SP118414_20131030_CYP3A4_Stab_293	T5 midazolam	Analyte	1.00	0.95	163496		163000	bb		
552	552	SP118414_20131030_CYP3A4_Stab_294	T0 midazolam	Analyte	1.00	0.96	181299		181000	bb		
553	553	SP118414_20131030_CYP3A4_Stab_400	Blank midazolam	Analyte	1.00	0.95	174565		175000	bb		
554	554	SP118414_20131030_CYP3A4_Stab_401	T60 midazolam	Analyte	1.00	0.96	172857		173000	bb		
555	555	SP118414_20131030_CYP3A4_Stab_402	T30 midazolam	Analyte	1.00	0.95	173879		174000	bb		
556	556	SP118414_20131030_CYP3A4_Stab_403	T15 midazolam	Analyte	1.00	0.96	170514		171000	bb		
557	557	SP118414_20131030_CYP3A4_Stab_404	T10 midazolam	Analyte	1.00	0.95	168087		168000	bb		
558	558	SP118414_20131030_CYP3A4_Stab_405	T5 midazolam	Analyte	1.00	0.96	165495		165000	bb		
559	559	SP118414_20131030_CYP3A4_Stab_406	T0 midazolam	Analyte	1.00	0.95	176256		176000	bb		
560	560	SP118414_20131030_CYP3A4_Stab_407	Blank midazolam	Analyte	1.00	0.95	178457		178000	bb		
561	561	SP118414_20131030_CYP3A4_Stab_408	T60 midazolam	Analyte	1.00	0.96	169537		170000	bb		
562	562	SP118414_20131030_CYP3A4_Stab_409	T30 midazolam	Analyte	1.00	0.95	177522		178000	bb		
563	563	SP118414_20131030_CYP3A4_Stab_410	T15 midazolam	Analyte	1.00	0.95	170873		171000	bb		
564	564	SP118414_20131030_CYP3A4_Stab_411	T10 midazolam	Analyte	1.00	0.95	170053		170000	bb		
565	565	SP118414_20131030_CYP3A4_Stab_412	T5 midazolam	Analyte	1.00	0.96	169532		170000	bb		
566	566	SP118414_20131030_CYP3A4_Stab_413	T0 midazolam	Analyte	1.00	0.95	181343		181000	bb		
567	567	SP118414_20131030_CYP3A4_Stab_414	Blank midazolam	Analyte	1.00	0.95	166543		167000	bb		
568	568	SP118414_20131030_CYP3A4_Stab_415	T60 midazolam	Analyte	1.00	0.96	177791		178000	bb		
569	569	SP118414_20131030_CYP3A4_Stab_416	T30 midazolam	Analyte	1.00	0.96	174375		174000	bb		
570	570	SP118414_20131030_CYP3A4_Stab_417	T15 midazolam	Analyte	1.00	0.95	180531		181000	bb		
571	571	SP118414_20131030_CYP3A4_Stab_418	T10 midazolam	Analyte	1.00	0.95	174451		174000	bb		
572	572	SP118414_20131030_CYP3A4_Stab_419	T5 midazolam	Analyte	1.00	0.95	174068		174000	bb		
573	573	SP118414_20131030_CYP3A4_Stab_420	T0 midazolam	Analyte	1.00	0.95	188662		189000	bb		

Quantify Compound Summary Report 

Printed Fri Nov 01 09:11:16 2013

Compound 1:  verdanafil

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
574	574	SP118414_20131030_CYP3A4_Stab_330	Blank verdanafil	Analyte		0.89	4	141425	0.0000318	MM		
575	575	SP118414_20131030_CYP3A4_Stab_331	T60 verdanafil	Analyte		0.87	6923	156070	0.0444	bb		
576	576	SP118414_20131030_CYP3A4_Stab_332	T30 verdanafil	Analyte		0.87	10554	151559	0.0696	bb		
577	577	SP118414_20131030_CYP3A4_Stab_333	T15 verdanafil	Analyte		0.87	17499	147819	0.118	bb		
578	578	SP118414_20131030_CYP3A4_Stab_334	T10 verdanafil	Analyte		0.86	25936	145891	0.178	bb		
